stock,company_name,market_cap,sector,industry,exchange,dividend_yield,roce,roe,last_updated
PDMJEPAPER.NS,PUDUMJEE PAPER PRODUCTS LIMITED,1273,Unknown,Paper & Paper Products,NSE,0.47,0.0,0.0,2025-09-07 00:52:42
GULPOLY.NS,GULSHAN POLYOLS LIMITED,1269,Unknown,Chemicals,NSE,0.19,0.0,0.0,2025-09-07 00:52:42
JAGSNPHARM.NS,JAGSONPAL PHARMACEUTICALS LIMITED,1265,Unknown,Drug Manufacturers - Specialty & Generic,NSE,1.04,0.0,0.0,2025-09-07 00:52:43
INDOAMIN.NS,INDO AMINES LIMITED,1264,Unknown,Chemicals,NSE,0.34,0.0,0.0,2025-09-07 00:52:44
SANDESH.NS,THE SANDESH LIMITED,1263,Unknown,Publishing,NSE,0.2,0.0,0.0,2025-09-07 00:52:44
ASAL.NS,AUTOMOTIVE STAMPINGS AND ASSEMBLIES LIMITED,1257,Unknown,Auto Parts,NSE,0.0,0.0,0.0,2025-09-07 00:52:45
CONTROLPR.NS,CONTROL PRINT LIMITED,1254,Unknown,Business Equipment & Supplies,NSE,1.28,0.0,0.0,2025-09-07 00:52:45
SAHANA.NS,SAHANA SYSTEM LIMITED,1251,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:52:46
ELECTHERM.NS,ELECTROTHERM (INDIA) LIMITED,1249,Unknown,Steel,NSE,0.0,0.0,0.0,2025-09-07 00:52:47
SIMPLEXINF.NS,SIMPLEX INFRASTRUCTURES LIMITED,1245,Unknown,Engineering & Construction,NSE,0.0,0.0,0.0,2025-09-07 00:52:47
OSWALGREEN.NS,OSWAL GREENTECH LIMITED,1244,Unknown,Asset Management,NSE,0.0,0.0,0.0,2025-09-07 00:52:48
STEELXIND.NS,STEEL EXCHANGE INDIA LIMITED,1244,Unknown,Steel,NSE,0.0,0.0,0.0,2025-09-07 00:52:48
KUANTUM.NS,KUANTUM PAPERS LIMITED,1242,Unknown,Paper & Paper Products,NSE,2.74,0.0,0.0,2025-09-07 00:52:49
GICHSGFIN.NS,GIC HOUSING FINANCE LIMITED,1242,Unknown,Mortgage Finance,NSE,2.61,0.0,0.0,2025-09-07 00:52:50
GALAPREC.NS,GALA PRECISION ENGINEERING LIMITED,1240,Unknown,Specialty Industrial Machinery,NSE,0.0,0.0,0.0,2025-09-07 00:52:50
UTTAMSUGAR.NS,UTTAM SUGAR MILLS LIMITED,1233,Unknown,Confectioners,NSE,0.94,0.0,0.0,2025-09-07 00:52:51
ICEMAKE.NS,ICE MAKE REFRIGERATION LIMITED,1232,Unknown,Specialty Industrial Machinery,NSE,0.31,0.0,0.0,2025-09-07 00:52:51
HEUBACHIND.NS,HEUBACH COLORANTS INDIA LIMITED,1231,Unknown,Specialty Chemicals,NSE,0.0,0.0,0.0,2025-09-07 00:52:52
RADHIKAJWE.NS,RADHIKA JEWELTECH LIMITED,1223,Unknown,Luxury Goods,NSE,0.21,0.0,0.0,2025-09-07 00:52:52
NDTV.NS,NEW DELHI TELEVISION LIMITED,1222,Unknown,Broadcasting,NSE,0.0,0.0,0.0,2025-09-07 00:52:53
DIFFNKG.NS,DIFFUSION ENGINEERS LIMITED,1222,Unknown,Specialty Industrial Machinery,NSE,0.39,0.0,0.0,2025-09-07 00:52:53
KSOLVES.NS,KSOLVES INDIA LIMITED,1220,Unknown,Software - Application,NSE,5.16,0.0,0.0,2025-09-07 00:52:54
ARROWGREEN.NS,ARROW GREENTECH LIMITED,1211,Unknown,Packaging & Containers,NSE,0.7,0.0,0.0,2025-09-07 00:52:54
MVGJL.NS,MANOJ VAIBHAV GEMS N JEWELLERS LIMITED,1205,Unknown,Luxury Goods,NSE,0.0,0.0,0.0,2025-09-07 00:52:54
MUFTI.NS,CREDO BRANDS MARKETING LIMITED,1199,Unknown,Apparel Retail,NSE,2.38,0.0,0.0,2025-09-07 00:52:55
DHUNINV.NS,DHUNSERI INVESTMENTS LIMITED,1196,Unknown,Capital Markets,NSE,0.21,0.0,0.0,2025-09-07 00:52:56
MAXIND.NS,MAX INDIA LIMITED,1193,Unknown,Medical Care Facilities,NSE,0.0,0.0,0.0,2025-09-07 00:52:56
PAKKA.NS,PAKKA LIMITED,1190,Unknown,Paper & Paper Products,NSE,0.0,0.0,0.0,2025-09-07 00:52:57
ROSSELLIND.NS,ROSSELL INDIA LIMITED,1188,Unknown,Conglomerates,NSE,0.61,0.0,0.0,2025-09-07 00:52:57
CREATIVE.NS,CREATIVE NEWTECH LIMITED,1187,Unknown,Electronics & Computer Distribution,NSE,0.08,0.0,0.0,2025-09-07 00:52:58
KOTHARIPET.NS,KOTHARI PETROCHEMICALS LIMITED,1182,Unknown,Specialty Chemicals,NSE,1.19,0.0,0.0,2025-09-07 00:52:58
APTECHT.NS,APTECH LIMITED,1181,Unknown,Education & Training Services,NSE,3.43,0.0,0.0,2025-09-07 00:52:59
INDORAMA.NS,INDO RAMA SYNTHETICS (INDIA) LIMITED,1179,Unknown,Textile Manufacturing,NSE,0.0,0.0,0.0,2025-09-07 00:52:59
HARDWYN.NS,HARDWYN INDIA LIMITED,1166,Unknown,Building Products & Equipment,NSE,0.0,0.0,0.0,2025-09-07 00:53:00
NACLIND.NS,NACL INDUSTRIES LIMITED,1163,Unknown,Agricultural Inputs,NSE,0.0,0.0,0.0,2025-09-07 00:53:00
C2C.NS,C2C ADVANCED SYSTEMS LIMITED,1160,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:53:01
SRHHYPOLTD.NS,SREE RAYALASEEMA HI-STRENGTH HYPO LIMITED,1158,Unknown,Chemicals,NSE,0.48,0.0,0.0,2025-09-07 00:53:01
NELCAST.NS,NELCAST LIMITED,1158,Unknown,Metal Fabrication,NSE,0.34,0.0,0.0,2025-09-07 00:53:01
UNIENTER.NS,UNIPHOS ENTERPRISES LIMITED,1151,Unknown,Chemicals,NSE,0.32,0.0,0.0,2025-09-07 00:53:02
SATIA.NS,SATIA INDUSTRIES LIMITED,1142,Unknown,Paper & Paper Products,NSE,0.36,0.0,0.0,2025-09-07 00:53:03
VILAS.NS,VILAS TRANSCORE LIMITED,1137,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:53:03
VINYAS.NS,VINYAS INNOVATIVE TECHNOLOGIES LIMITED,1129,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:53:04
MUNJALAU.NS,MUNJAL AUTO INDUSTRIES LIMITED,1117,Unknown,Auto Parts,NSE,1.13,0.0,0.0,2025-09-07 00:53:04
FAZE3Q.NS,FAZE THREE LIMITED,1117,Unknown,Textile Manufacturing,NSE,0.0,0.0,0.0,2025-09-07 00:53:05
ANUHPHR.NS,ANUH PHARMA LIMITED,1099,Unknown,Drug Manufacturers - Specialty & Generic,NSE,1.77,0.0,0.0,2025-09-07 00:53:05
BAJAJHCARE.NS,BAJAJ HEALTHCARE LIMITED,1098,Unknown,Drug Manufacturers - Specialty & Generic,NSE,0.23,0.0,0.0,2025-09-07 00:53:06
ATL.NS,ALLCARGO TERMINALS LIMITED,1098,Unknown,Integrated Freight & Logistics,NSE,0.0,0.0,0.0,2025-09-07 00:53:07
MAGADSUGAR.NS,MAGADH SUGAR & ENERGY LIMITED,1097,Unknown,Confectioners,NSE,2.2,0.0,0.0,2025-09-07 00:53:07
BLAL.NS,BEML LAND ASSETS LIMITED,1095,Unknown,Shell Companies,NSE,0.0,0.0,0.0,2025-09-07 00:53:07
ELIN.NS,ELIN ELECTRONICS LIMITED,1095,Unknown,Electrical Equipment & Parts,NSE,0.0,0.0,0.0,2025-09-07 00:53:08
GGBL.NS,GANESH GREEN BHARAT LIMITED,1091,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:53:08
SHALPAINTS.NS,SHALIMAR PAINTS LIMITED,1091,Unknown,Specialty Chemicals,NSE,0.0,0.0,0.0,2025-09-07 00:53:09
JAYBARMARU.NS,JAY BHARAT MARUTI LIMITED,1090,Unknown,Auto Parts,NSE,0.72,0.0,0.0,2025-09-07 00:53:09
GANESHBE.NS,GANESH BENZOPLAST LIMITED,1084,Unknown,Specialty Chemicals,NSE,0.0,0.0,0.0,2025-09-07 00:53:10
DHARMAJ.NS,DHARMAJ CROP GUARD LIMITED,1083,Unknown,Agricultural Inputs,NSE,0.0,0.0,0.0,2025-09-07 00:53:10
AGSTRA.NS,AGS TRANSACT TECHNOLOGIES LIMITED,1081,Unknown,Software - Infrastructure,NSE,0.0,0.0,0.0,2025-09-07 00:53:11
BASILIC.NS,BASILIC FLY STUDIO LIMITED,1079,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:53:12
SUTLEJTEX.NS,SUTLEJ TEXTILES AND INDUSTRIES LIMITED,1079,Unknown,Textile Manufacturing,NSE,0.0,0.0,0.0,2025-09-07 00:53:12
TREL.NS,TRANSINDIA REAL ESTATE LIMITED,1072,Unknown,Real Estate Services,NSE,3.0,0.0,0.0,2025-09-07 00:53:13
NAHARSPING.NS,NAHAR SPINNING MILLS LIMITED,1069,Unknown,Textile Manufacturing,NSE,0.47,0.0,0.0,2025-09-07 00:53:14
VALIANTORG.NS,VALIANT ORGANICS LIMITED,1066,Unknown,Chemicals,NSE,0.0,0.0,0.0,2025-09-07 00:53:14
ZEEMEDIA.NS,ZEE MEDIA CORPORATION LIMITED,1065,Unknown,Broadcasting,NSE,0.0,0.0,0.0,2025-09-07 00:53:15
ZUARIIND.NS,ZUARI INDUSTRIES LIMITED,1058,Unknown,Conglomerates,NSE,0.33,0.0,0.0,2025-09-07 00:53:16
SARTELE.NS,SAR TELEVENTURE LIMITED,1051,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:53:16
INFOBEAN.NS,INFOBEANS TECHNO. LIMITED,1050,Unknown,Software - Application,NSE,0.18,0.0,0.0,2025-09-07 00:53:17
AIMTRON.NS,AIMTRON ELECTRONICS LIMITED,1049,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:53:18
URJA.NS,URJA GLOBAL LIMITED,1048,Unknown,Solar,NSE,0.0,0.0,0.0,2025-09-07 00:53:18
STCINDIA.NS,THE STATE TRADING CORPORATION OF INDIA LIMITED,1046,Unknown,Conglomerates,NSE,0.0,0.0,0.0,2025-09-07 00:53:19
KRYSTAL.NS,KRYSTAL INTEGRATED SERVICES LIMITED,1039,Unknown,Specialty Business Services,NSE,0.23,0.0,0.0,2025-09-07 00:53:20
GANDHITUBE.NS,GANDHI SPECIAL TUBES LIMITED,1031,Unknown,Metal Fabrication,NSE,1.5,0.0,0.0,2025-09-07 00:53:20
CELLECOR.NS,CELLECOR GADGETS LIMITED,1023,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:53:21
SSEGL.NS,SATHLOKHAR SYNERGYS E&C GLOBAL LIMITED,1021,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:53:21
THEINVEST.NS,THE INVESTMENT TRUST OF INDIA LIMITED,1014,Unknown,Capital Markets,NSE,0.0,0.0,0.0,2025-09-07 00:53:22
KAMOPAINTS.NS,KAMDHENU VENTURES LIMITED,1008,Unknown,Steel,NSE,0.0,0.0,0.0,2025-09-07 00:53:23
SASTASUNDR.NS,SASTASUNDAR VENTURES LIMITED,1008,Unknown,Pharmaceutical Retailers,NSE,0.0,0.0,0.0,2025-09-07 00:53:23
DENTALKART.NS,VASA DENTICITY LIMITED,1007,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:53:24
KRITI.NS,KRITI INDUSTRIES (INDIA) LIMITED,1005,Unknown,Building Products & Equipment,NSE,0.14,0.0,0.0,2025-09-07 00:53:25
KRISHNADEF.NS,KRISHNA DEFENCE AND ALLIED INDUSTRIES LIMITED,1004,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:53:25
ARIHANTCAP.NS,ARIHANT CAPITAL MARKETS LIMITED,1002,Unknown,Capital Markets,NSE,0.48,0.0,0.0,2025-09-07 00:53:26
NINSYS.NS,NINTEC SYSTEMS LIMITED,1002,Unknown,Information Technology Services,NSE,0.0,0.0,0.0,2025-09-07 00:53:26
EMKAYTOOLS.NS,EMKAY TAPS AND CUTTING TOOLS LIMITED,998,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:53:27
AYMSYNTEX.NS,AYM SYNTEX LIMITED,996,Unknown,Textile Manufacturing,NSE,0.0,0.0,0.0,2025-09-07 00:53:27
NCLIND.NS,NCL INDUSTRIES LIMITED,995,Unknown,Building Materials,NSE,1.4,0.0,0.0,2025-09-07 00:53:28
ENIL.NS,ENTERTAINMENT NETWORK (INDIA) LIMITED,992,Unknown,Broadcasting,NSE,1.26,0.0,0.0,2025-09-07 00:53:29
APS.NS,AUSTRALIAN PREMIUM SOLAR (INDIA) LIMITED,991,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:53:29
RSWM.NS,RSWM LIMITED,989,Unknown,Textile Manufacturing,NSE,0.0,0.0,0.0,2025-09-07 00:53:30
ASIANTILES.NS,ASIAN GRANITO INDIA LIMITED,984,Unknown,Building Products & Equipment,NSE,0.0,0.0,0.0,2025-09-07 00:53:31
ORIENTPPR.NS,ORIENT PAPER & INDUSTRIES LIMITED,982,Unknown,Paper & Paper Products,NSE,0.86,0.0,0.0,2025-09-07 00:53:31
KOTYARK.NS,KOTYARK INDUSTRIES LIMITED,981,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:53:32
BODALCHEM.NS,BODAL CHEMICALS LIMITED,978,Unknown,Specialty Chemicals,NSE,0.0,0.0,0.0,2025-09-07 00:53:32
DHANBANK.NS,DHANLAXMI BANK LIMITED,973,Unknown,Banks - Regional,NSE,0.0,0.0,0.0,2025-09-07 00:53:33
BIRLAMONEY.NS,ADITYA BIRLA MONEY LIMITED,973,Unknown,Capital Markets,NSE,0.0,0.0,0.0,2025-09-07 00:53:34
INNOVANA.NS,INNOVANA THINKLABS LIMITED,972,Unknown,Software - Application,NSE,0.0,0.0,0.0,2025-09-07 00:53:34
GVKPIL.NS,GVK POWER & INFRASTRUCTURE LIMITED,968,Unknown,Utilities - Independent Power Producers,NSE,0.0,0.0,0.0,2025-09-07 00:53:35
GHCLTEXTIL.NS,GHCL TEXTILES LIMITED,965,Unknown,Textile Manufacturing,NSE,0.65,0.0,0.0,2025-09-07 00:53:36
SICALLOG.NS,SICAL LOGISTICS LIMITED,964,Unknown,Integrated Freight & Logistics,NSE,0.0,0.0,0.0,2025-09-07 00:53:36
RATNAVEER.NS,RATNAVEER PRECISION ENGINEERING LIMITED,962,Unknown,Steel,NSE,0.0,0.0,0.0,2025-09-07 00:53:37
SHIVALIK.NS,SHIVALIK RASAYAN LIMITED,959,Unknown,Agricultural Inputs,NSE,0.11,0.0,0.0,2025-09-07 00:53:38
AMBIKCO.NS,AMBIKA COTTON MILLS LIMITED,959,Unknown,Textile Manufacturing,NSE,2.52,0.0,0.0,2025-09-07 00:53:39
GFLLIMITED.NS,GFL LIMITED,958,Unknown,Asset Management,NSE,0.0,0.0,0.0,2025-09-07 00:53:39
ROHLTD.NS,ROYAL ORCHID HOTELS LIMITED,954,Unknown,Lodging,NSE,0.46,0.0,0.0,2025-09-07 00:53:40
LINC.NS,LINC LIMITED,950,Unknown,Business Equipment & Supplies,NSE,1.1,0.0,0.0,2025-09-07 00:53:40
PRIMESECU.NS,PRIME SECURITIES LIMITED,949,Unknown,Capital Markets,NSE,0.56,0.0,0.0,2025-09-07 00:53:41
20MICRONS.NS,20 MICRONS LIMITED,947,Unknown,Other Industrial Metals & Mining,NSE,0.54,0.0,0.0,2025-09-07 00:53:41
RUSHIL.NS,RUSHIL DECOR LIMITED,945,Unknown,"Furnishings, Fixtures & Appliances",NSE,0.36,0.0,0.0,2025-09-07 00:53:42
SBC.NS,SBC EXPORTS LIMITED,940,Unknown,Conglomerates,NSE,0.16,0.0,0.0,2025-09-07 00:53:42
RACLGEAR.NS,RACL GEARTECH LIMITED,939,Unknown,Auto Parts,NSE,0.0,0.0,0.0,2025-09-07 00:53:43
RITCO.NS,RITCO LOGISTICS LIMITED,938,Unknown,Integrated Freight & Logistics,NSE,0.0,0.0,0.0,2025-09-07 00:53:43
MINDTECK.NS,MINDTECK (INDIA) LIMITED,936,Unknown,Information Technology Services,NSE,0.48,0.0,0.0,2025-09-07 00:53:43
CHEMCON.NS,CHEMCON SPECIALITY CHEMICALS LIMITED,932,Unknown,Specialty Chemicals,NSE,0.0,0.0,0.0,2025-09-07 00:53:44
ESFL.NS,ESSEN SPECIALITY FILMS LIMITED,932,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:53:44
SARVESHWAR.NS,SARVESHWAR FOODS LIMITED,931,Unknown,Packaged Foods,NSE,0.0,0.0,0.0,2025-09-07 00:53:45
FILATFASH.NS,FILATEX FASHIONS LIMITED,925,Unknown,Apparel Manufacturing,NSE,0.0,0.0,0.0,2025-09-07 00:53:46
ZODIAC.NS,ZODIAC ENERGY LIMITED,924,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:53:46
SILVERTUC.NS,SILVER TOUCH TECHNOLOGIES LIMITED,923,Unknown,Information Technology Services,NSE,0.07,0.0,0.0,2025-09-07 00:53:47
GIRIRAJ.NS,GIRIRAJ CIVIL DEVELOPERS LIMITED,913,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:53:47
CSLFINANCE.NS,CSL FINANCE LIMITED,911,Unknown,Credit Services,NSE,1.03,0.0,0.0,2025-09-07 00:53:48
ESSARSHPNG.NS,ESSAR SHIPPING LIMITED,909,Unknown,Marine Shipping,NSE,0.0,0.0,0.0,2025-09-07 00:53:48
MALLCOM.NS,MALLCOM (INDIA) LIMITED,908,Unknown,Security & Protection Services,NSE,0.24,0.0,0.0,2025-09-07 00:53:49
TRACXN.NS,TRACXN TECHNOLOGIES LIMITED,908,Unknown,Software - Application,NSE,0.0,0.0,0.0,2025-09-07 00:53:50
VHLTD.NS,VICEROY HOTELS LIMITED,907,Unknown,Lodging,NSE,0.0,0.0,0.0,2025-09-07 00:53:50
STEL.NS,STEL HOLDINGS LIMITED,906,Unknown,Asset Management,NSE,0.0,0.0,0.0,2025-09-07 00:53:51
GARUDA.NS,GARUDA CONSTRUCTION AND ENGINEERING LIMITED,905,Unknown,Engineering & Construction,NSE,0.02,0.0,0.0,2025-09-07 00:53:51
VISAKAIND.NS,VISAKA INDUSTRIES LIMITED,902,Unknown,Building Products & Equipment,NSE,0.6,0.0,0.0,2025-09-07 00:53:52
JAYAGROGN.NS,JAYANT AGRO ORGANICS LIMITED,898,Unknown,Specialty Chemicals,NSE,1.04,0.0,0.0,2025-09-07 00:53:52
OSWALAGRO.NS,OSWAL AGRO MILLS LIMITED,898,Unknown,Real Estate - Development,NSE,0.0,0.0,0.0,2025-09-07 00:53:53
UGARSUGAR.NS,THE UGAR SUGAR WORKS LIMITED,897,Unknown,Confectioners,NSE,0.55,0.0,0.0,2025-09-07 00:53:53
ALLETEC.NS,ALL E TECHNOLOGIES LIMITED,894,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:53:54
ELDEHSG.NS,ELDECO HOUSING AND INDUSTRIES LIMITED,894,Unknown,Real Estate Services,NSE,1.17,0.0,0.0,2025-09-07 00:53:54
JPOLYINVST.NS,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,894,Unknown,Asset Management,NSE,0.0,0.0,0.0,2025-09-07 00:53:55
ZUARI.NS,ZUARI AGRO CHEMICALS LIMITED,891,Unknown,Agricultural Inputs,NSE,0.0,0.0,0.0,2025-09-07 00:53:55
DBOL.NS,DHAMPUR BIO ORGANICS LIMITED,889,Unknown,Farm Products,NSE,1.47,0.0,0.0,2025-09-07 00:53:56
BHAGERIA.NS,BHAGERIA INDUSTRIES LIMITED,888,Unknown,Specialty Chemicals,NSE,0.75,0.0,0.0,2025-09-07 00:53:56
DECCANCE.NS,DECCAN CEMENTS LIMITED,882,Unknown,Building Materials,NSE,0.06,0.0,0.0,2025-09-07 00:53:57
MMP.NS,MMP INDUSTRIES LIMITED,879,Unknown,Aluminum,NSE,0.73,0.0,0.0,2025-09-07 00:53:57
ONWARDTEC.NS,ONWARD TECHNOLOGIES LIMITED,877,Unknown,Information Technology Services,NSE,1.51,0.0,0.0,2025-09-07 00:53:58
RUBYMILLS.NS,THE RUBY MILLS LIMITED,873,Unknown,Textile Manufacturing,NSE,0.78,0.0,0.0,2025-09-07 00:53:58
FOODSIN.NS,FOODS & INNS LIMITED,867,Unknown,Packaged Foods,NSE,0.33,0.0,0.0,2025-09-07 00:53:59
SJLOGISTIC.NS,S J LOGISTICS (INDIA) LIMITED,858,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:54:00
JINDALPHOT.NS,JINDAL PHOTO LIMITED,856,Unknown,Asset Management,NSE,0.0,0.0,0.0,2025-09-07 00:54:00
CAREERP.NS,CAREER POINT LIMITED,851,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:54:01
RADIANTCMS.NS,RADIANT CASH MANAGEMENT SERVICES LIMITED,850,Unknown,Specialty Business Services,NSE,4.46,0.0,0.0,2025-09-07 00:54:01
ONMOBILE.NS,ONMOBILE GLOBAL LIMITED,849,Unknown,Telecom Services,NSE,0.0,0.0,0.0,2025-09-07 00:54:02
REPRO.NS,REPRO INDIA LIMITED,849,Unknown,Specialty Business Services,NSE,0.0,0.0,0.0,2025-09-07 00:54:03
COFFEEDAY.NS,COFFEE DAY ENTERPRISES LIMITED,849,Unknown,Restaurants,NSE,0.0,0.0,0.0,2025-09-07 00:54:03
SHREEPUSHK.NS,SHREE PUSHKAR CHEMICALS & FERTILISERS LIMITED,846,Unknown,Specialty Chemicals,NSE,0.57,0.0,0.0,2025-09-07 00:54:04
GEECEE.NS,GEECEE VENTURES LIMITED,839,Unknown,Real Estate - Development,NSE,0.52,0.0,0.0,2025-09-07 00:54:05
VMARCIND.NS,V MARC INDIA LIMITED,837,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:54:06
GSLSU.NS,GLOBAL SURFACES LIMITED,836,Unknown,Building Materials,NSE,0.0,0.0,0.0,2025-09-07 00:54:06
SAKUMA.NS,SAKUMA EXPORTS LIMITED,835,Unknown,Farm Products,NSE,0.34,0.0,0.0,2025-09-07 00:54:07
HPAL.NS,HP ADHESIVES LIMITED,833,Unknown,Specialty Chemicals,NSE,0.87,0.0,0.0,2025-09-07 00:54:08
SUKHJITS.NS,SUKHJIT STARCH & CHEMICALS LIMITED,829,Unknown,Specialty Chemicals,NSE,0.6,0.0,0.0,2025-09-07 00:54:08
TIRUPATI.NS,SHREE TIRUPATI BALAJEE FIBC LIMITED,828,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:54:09
MAANALU.NS,MAAN ALUMINIUM LIMITED,827,Unknown,Aluminum,NSE,0.0,0.0,0.0,2025-09-07 00:54:10
GLOSTERLTD.NS,GLOSTER LIMITED,827,Unknown,Textile Manufacturing,NSE,3.01,0.0,0.0,2025-09-07 00:54:10
LIBERTSHOE.NS,LIBERTY SHOES LIMITED,827,Unknown,Footwear & Accessories,NSE,0.0,0.0,0.0,2025-09-07 00:54:11
SPENCERS.NS,SPENCER'S RETAIL LIMITED,825,Unknown,Department Stores,NSE,0.0,0.0,0.0,2025-09-07 00:54:11
NECLIFE.NS,NECTAR LIFESCIENCES LIMITED,824,Unknown,Drug Manufacturers - Specialty & Generic,NSE,0.0,0.0,0.0,2025-09-07 00:54:12
ACL.NS,ANDHRA CEMENTS LIMITED,823,Unknown,Building Materials,NSE,0.0,0.0,0.0,2025-09-07 00:54:13
TPLPLASTEH.NS,TPL PLASTECH LIMITED,822,Unknown,Packaging & Containers,NSE,1.33,0.0,0.0,2025-09-07 00:54:13
SARLAPOLY.NS,SARLA PERFORMANCE FIBERS LIMITED,821,Unknown,Textile Manufacturing,NSE,2.94,0.0,0.0,2025-09-07 00:54:14
WSI.NS,W S INDUSTRIES (I) LIMITED,821,Unknown,Electrical Equipment & Parts,NSE,0.0,0.0,0.0,2025-09-07 00:54:14
FOCUS.NS,FOCUS LIGHTING AND FIXTURES LIMITED,820,Unknown,"Furnishings, Fixtures & Appliances",NSE,0.53,0.0,0.0,2025-09-07 00:54:15
TNPETRO.NS,TAMILNADU PETROPRODUCTS LIMITED,814,Unknown,Specialty Chemicals,NSE,1.16,0.0,0.0,2025-09-07 00:54:15
CHEVIOT.NS,CHEVIOT COMPANY LIMITED,811,Unknown,Textile Manufacturing,NSE,0.42,0.0,0.0,2025-09-07 00:54:16
TRANSWORLD.NS,TRANSWORLD SHIPPING LINES LIMITED,810,Unknown,Marine Shipping,NSE,0.55,0.0,0.0,2025-09-07 00:54:16
CHEMBOND.NS,CHEMBOND CHEMICALS LIMITED,809,Unknown,Specialty Chemicals,NSE,0.99,0.0,0.0,2025-09-07 00:54:17
RBL.NS,RANE BRAKE LINING LIMITED,809,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:54:17
KDL.NS,KORE DIGITAL LIMITED,802,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:54:18
HINDCOMPOS.NS,HINDUSTAN COMPOSITES LIMITED,800,Unknown,Auto Parts,NSE,0.43,0.0,0.0,2025-09-07 00:54:18
SPECIALITY.NS,SPECIALITY RESTAURANTS LIMITED,796,Unknown,Restaurants,NSE,0.81,0.0,0.0,2025-09-07 00:54:18
DENORA.NS,DE NORA INDIA LIMITED,795,Unknown,Electrical Equipment & Parts,NSE,0.24,0.0,0.0,2025-09-07 00:54:19
DBEIL.NS,DEEPAK BUILDERS & ENGINEERS INDIA LIMITED,795,Unknown,Engineering & Construction,NSE,0.71,0.0,0.0,2025-09-07 00:54:19
SURAJLTD.NS,SURAJ LIMITED,791,Unknown,Steel,NSE,0.97,0.0,0.0,2025-09-07 00:54:20
DIGISPICE.NS,DIGISPICE TECHNOLOGIES LIMITED,791,Unknown,Information Technology Services,NSE,0.0,0.0,0.0,2025-09-07 00:54:20
APEX.NS,APEX FROZEN FOODS LIMITED,790,Unknown,Farm Products,NSE,0.92,0.0,0.0,2025-09-07 00:54:21
ALBERTDAVD.NS,ALBERT DAVID LIMITED,783,Unknown,Drug Manufacturers - Specialty & Generic,NSE,0.62,0.0,0.0,2025-09-07 00:54:21
SCHAND.NS,S CHAND AND COMPANY LIMITED,783,Unknown,Publishing,NSE,2.06,0.0,0.0,2025-09-07 00:54:21
TAC.NS,TAC INFOSEC LIMITED,778,Utilities,Utilities - Independent Power Producers,NSE,0.0,0.0,0.0,2025-09-07 19:48:42
TOLINS.NS,TOLINS TYRES LIMITED,777,Unknown,Auto Parts,NSE,0.0,0.0,0.0,2025-09-07 00:54:22
MANBA.NS,MANBA FINANCE LIMITED,776,Unknown,Credit Services,NSE,0.54,0.0,0.0,2025-09-07 00:54:23
NDL.NS,NANDAN DENIM LIMITED,772,Unknown,Textile Manufacturing,NSE,0.0,0.0,0.0,2025-09-07 00:54:24
PARSVNATH.NS,PARSVNATH DEVELOPERS LIMITED,771,Unknown,Real Estate - Development,NSE,0.0,0.0,0.0,2025-09-07 00:54:24
WANBURY.NS,WANBURY LIMITED,768,Unknown,Drug Manufacturers - Specialty & Generic,NSE,0.0,0.0,0.0,2025-09-07 00:54:25
VRAJ.NS,VRAJ IRON AND STEEL LIMITED,766,Unknown,Steel,NSE,0.0,0.0,0.0,2025-09-07 00:54:26
VIKASLIFE.NS,VIKAS LIFECARE LIMITED,763,Unknown,Farm Products,NSE,0.0,0.0,0.0,2025-09-07 00:54:26
