stock,total_score,raw_momentum_6m,raw_momentum_3m,raw_momentum_1m,volatility_adjusted_6m,volatility_adjusted_3m,volatility_adjusted_1m,relative_strength_6m,relative_strength_3m,relative_strength_1m,trend_score,volume_score,calculated_at
STOCK1173,80.8233,-17.014,6.9667,16.7474,-13.6112,5.5734,13.398,24.247,32.3293,24.247,16.1647,8.0823,2025-09-08 04:37:29.932003
STOCK1174,42.3972,-13.734,9.5303,18.0248,-10.9872,7.6242,14.4198,12.7192,16.9589,12.7192,8.4794,4.2397,2025-09-08 04:37:29.932016
STOCK1175,91.3314,6.6697,22.9391,15.0226,5.3358,18.3513,12.0181,27.3994,36.5325,27.3994,18.2663,9.1331,2025-09-08 04:37:29.932028
STOCK1176,58.628,18.4754,-4.1032,-3.3303,14.7803,-3.2826,-2.6642,17.5884,23.4512,17.5884,11.7256,5.8628,2025-09-08 04:37:29.932041
STOCK1177,4.5191,4.6846,2.2587,-7.1628,3.7477,1.8069,-5.7303,1.3557,1.8076,1.3557,0.9038,0.4519,2025-09-08 04:37:29.932054
STOCK1178,94.7839,-19.2934,24.7381,-8.7746,-15.4347,19.7905,-7.0197,28.4352,37.9136,28.4352,18.9568,9.4784,2025-09-08 04:37:29.932066
STOCK1179,99.4458,20.8641,-2.9737,3.9716,16.6912,-2.379,3.1773,29.8337,39.7783,29.8337,19.8892,9.9446,2025-09-08 04:37:29.932079
STOCK1180,54.7054,7.0768,10.6545,7.3056,5.6615,8.5236,5.8445,16.4116,21.8821,16.4116,10.9411,5.4705,2025-09-08 04:37:29.932091
STOCK1181,25.8835,1.6549,21.7152,14.4142,1.3239,17.3722,11.5314,7.7651,10.3534,7.7651,5.1767,2.5884,2025-09-08 04:37:29.932104
STOCK1182,79.0994,27.8784,15.8811,9.1803,22.3027,12.7049,7.3442,23.7298,31.6398,23.7298,15.8199,7.9099,2025-09-08 04:37:29.932116
STOCK1183,30.8138,14.0048,17.9704,-3.0715,11.2038,14.3763,-2.4572,9.2442,12.3255,9.2442,6.1628,3.0814,2025-09-08 04:37:29.932129
STOCK1184,94.027,-13.473,23.171,-1.4023,-10.7784,18.5368,-1.1219,28.2081,37.6108,28.2081,18.8054,9.4027,2025-09-08 04:37:29.932141
STOCK1185,3.1918,11.0046,24.5116,0.7875,8.8037,19.6093,0.63,0.9575,1.2767,0.9575,0.6384,0.3192,2025-09-08 04:37:29.932154
STOCK1186,10.5476,-4.3649,-2.8984,16.3075,-3.4919,-2.3187,13.046,3.1643,4.219,3.1643,2.1095,1.0548,2025-09-08 04:37:29.932167
STOCK1187,11.4391,-18.2573,-3.5691,0.8094,-14.6059,-2.8552,0.6475,3.4317,4.5756,3.4317,2.2878,1.1439,2025-09-08 04:37:29.932179
STOCK1188,23.1237,3.9322,-2.6213,11.8112,3.1458,-2.097,9.4489,6.9371,9.2495,6.9371,4.6247,2.3124,2025-09-08 04:37:29.932192
STOCK1189,32.952,27.8689,1.5259,18.4635,22.2951,1.2207,14.7708,9.8856,13.1808,9.8856,6.5904,3.2952,2025-09-08 04:37:29.932205
STOCK1190,21.8573,14.4447,13.5396,-5.4783,11.5558,10.8316,-4.3826,6.5572,8.7429,6.5572,4.3715,2.1857,2025-09-08 04:37:29.932217
STOCK1191,70.5884,-16.5857,18.7464,-3.3979,-13.2686,14.9971,-2.7183,21.1765,28.2354,21.1765,14.1177,7.0588,2025-09-08 04:37:29.932230
STOCK1192,14.3099,21.6462,5.5381,5.7374,17.317,4.4305,4.5899,4.293,5.724,4.293,2.862,1.431,2025-09-08 04:37:29.932242
STOCK1193,39.3522,-12.4708,8.893,10.3405,-9.9766,7.1144,8.2724,11.8057,15.7409,11.8057,7.8704,3.9352,2025-09-08 04:37:29.932255
STOCK1194,39.8217,0.6844,-0.0386,9.9061,0.5475,-0.0309,7.9249,11.9465,15.9287,11.9465,7.9643,3.9822,2025-09-08 04:37:29.932268
STOCK1195,33.2863,2.8042,-14.3982,-0.8603,2.2433,-11.5186,-0.6882,9.9859,13.3145,9.9859,6.6573,3.3286,2025-09-08 04:37:29.932281
STOCK1196,27.4865,-16.3872,16.6304,12.8207,-13.1098,13.3043,10.2566,8.2459,10.9946,8.2459,5.4973,2.7486,2025-09-08 04:37:29.932294
STOCK1197,77.608,10.8077,17.25,1.4271,8.6461,13.8,1.1417,23.2824,31.0432,23.2824,15.5216,7.7608,2025-09-08 04:37:29.932307
STOCK1198,20.8116,29.7593,-13.7668,7.3634,23.8075,-11.0134,5.8907,6.2435,8.3246,6.2435,4.1623,2.0812,2025-09-08 04:37:29.932320
STOCK1199,46.4427,-7.6429,4.516,8.8807,-6.1144,3.6128,7.1045,13.9328,18.5771,13.9328,9.2885,4.6443,2025-09-08 04:37:29.932333
STOCK1200,59.1255,-13.9717,-12.9046,-9.7712,-11.1773,-10.3237,-7.817,17.7376,23.6502,17.7376,11.8251,5.9125,2025-09-08 04:37:29.932345
STOCK1201,62.384,19.8979,1.6535,-0.4044,15.9183,1.3228,-0.3235,18.7152,24.9536,18.7152,12.4768,6.2384,2025-09-08 04:37:29.932358
STOCK1202,79.4961,-12.0493,-13.1623,-9.9943,-9.6394,-10.5299,-7.9954,23.8488,31.7984,23.8488,15.8992,7.9496,2025-09-08 04:37:29.932371
STOCK1203,70.1842,-14.2973,14.2916,-5.1295,-11.4379,11.4333,-4.1036,21.0553,28.0737,21.0553,14.0368,7.0184,2025-09-08 04:37:29.932383
STOCK1204,6.548,0.3784,-4.9705,-7.7097,0.3027,-3.9764,-6.1678,1.9644,2.6192,1.9644,1.3096,0.6548,2025-09-08 04:37:29.932396
STOCK1205,34.8107,-1.5102,8.6298,-8.3487,-1.2082,6.9039,-6.679,10.4432,13.9243,10.4432,6.9621,3.4811,2025-09-08 04:37:29.932409
STOCK1206,87.8851,28.288,-8.3743,6.7208,22.6304,-6.6994,5.3767,26.3655,35.154,26.3655,17.577,8.7885,2025-09-08 04:37:29.932421
STOCK1207,79.6338,4.6855,10.821,-3.3154,3.7484,8.6568,-2.6523,23.8901,31.8535,23.8901,15.9268,7.9634,2025-09-08 04:37:29.932434
STOCK1208,41.7736,26.0053,-8.3149,18.669,20.8043,-6.6519,14.9352,12.5321,16.7094,12.5321,8.3547,4.1774,2025-09-08 04:37:29.932446
STOCK1209,38.7072,9.9607,-11.11,-2.2111,7.9686,-8.888,-1.7689,11.6122,15.4829,11.6122,7.7414,3.8707,2025-09-08 04:37:29.932459
STOCK1210,41.1932,-17.9427,5.538,12.7054,-14.3541,4.4304,10.1644,12.358,16.4773,12.358,8.2386,4.1193,2025-09-08 04:37:29.932472
STOCK1211,12.3779,-3.3388,-5.8075,10.5939,-2.6711,-4.646,8.4752,3.7134,4.9511,3.7134,2.4756,1.2378,2025-09-08 04:37:29.932484
STOCK1212,78.168,-10.403,-13.9775,-5.0943,-8.3224,-11.182,-4.0754,23.4504,31.2672,23.4504,15.6336,7.8168,2025-09-08 04:37:29.932497
STOCK1213,1.6533,19.8695,3.5697,4.4647,15.8956,2.8557,3.5718,0.496,0.6613,0.496,0.3307,0.1653,2025-09-08 04:37:29.932510
STOCK1214,15.8181,16.8005,0.7959,12.7415,13.4404,0.6367,10.1932,4.7454,6.3272,4.7454,3.1636,1.5818,2025-09-08 04:37:29.932522
STOCK1215,51.8401,-14.9589,21.3376,5.893,-11.9671,17.0701,4.7144,15.552,20.736,15.552,10.368,5.184,2025-09-08 04:37:29.932535
STOCK1216,25.3671,9.2774,18.4641,2.861,7.4219,14.7713,2.2888,7.6101,10.1468,7.6101,5.0734,2.5367,2025-09-08 04:37:29.932547
STOCK1217,28.2404,-0.6728,-1.5492,3.4952,-0.5382,-1.2393,2.7962,8.4721,11.2962,8.4721,5.6481,2.824,2025-09-08 04:37:29.932560
STOCK1218,53.8862,-5.4119,-1.7731,0.859,-4.3295,-1.4185,0.6872,16.1659,21.5545,16.1659,10.7772,5.3886,2025-09-08 04:37:29.932573
STOCK1219,0.8856,7.5838,-12.9008,-2.0491,6.0671,-10.3206,-1.6393,0.2657,0.3542,0.2657,0.1771,0.0886,2025-09-08 04:37:29.932585
STOCK1220,81.3781,24.5978,19.3543,14.7568,19.6783,15.4835,11.8054,24.4134,32.5512,24.4134,16.2756,8.1378,2025-09-08 04:37:29.932598
STOCK1221,51.1385,1.3388,-9.0107,3.1892,1.071,-7.2086,2.5513,15.3415,20.4554,15.3415,10.2277,5.1138,2025-09-08 04:37:29.932611
STOCK1222,77.0505,-4.5471,22.8297,2.9801,-3.6377,18.2638,2.3841,23.1151,30.8202,23.1151,15.4101,7.705,2025-09-08 04:37:29.932624
STOCK1223,47.4575,28.7371,-11.4533,2.8963,22.9897,-9.1626,2.317,14.2373,18.983,14.2373,9.4915,4.7458,2025-09-08 04:37:29.932636
STOCK1224,6.3634,16.6543,24.3722,-2.4871,13.3234,19.4978,-1.9897,1.909,2.5453,1.909,1.2727,0.6363,2025-09-08 04:37:29.932652
STOCK1225,5.2812,23.4045,-13.6117,0.2041,18.7236,-10.8894,0.1633,1.5844,2.1125,1.5844,1.0562,0.5281,2025-09-08 04:37:29.932666
STOCK1226,46.2306,28.6916,22.6286,11.497,22.9533,18.1029,9.1976,13.8692,18.4922,13.8692,9.2461,4.6231,2025-09-08 04:37:29.932679
STOCK1227,72.7921,-3.2573,2.0621,-1.0139,-2.6058,1.6497,-0.8111,21.8376,29.1168,21.8376,14.5584,7.2792,2025-09-08 04:37:29.932692
STOCK1228,38.2432,10.9239,-0.761,-8.0104,8.7391,-0.6088,-6.4083,11.473,15.2973,11.473,7.6486,3.8243,2025-09-08 04:37:29.932704
STOCK1229,93.8244,-18.5917,-7.418,7.924,-14.8733,-5.9344,6.3392,28.1473,37.5297,28.1473,18.7649,9.3824,2025-09-08 04:37:29.932717
STOCK1230,46.5016,-11.2935,-5.1655,12.9397,-9.0348,-4.1324,10.3518,13.9505,18.6006,13.9505,9.3003,4.6502,2025-09-08 04:37:29.932730
STOCK1231,79.6909,-17.0973,14.6716,-3.6597,-13.6778,11.7373,-2.9278,23.9073,31.8764,23.9073,15.9382,7.9691,2025-09-08 04:37:29.932743
STOCK1232,4.6059,10.7277,2.8168,14.3348,8.5821,2.2534,11.4678,1.3818,1.8424,1.3818,0.9212,0.4606,2025-09-08 04:37:29.932756
STOCK1233,39.5952,24.6797,14.9219,14.9611,19.7438,11.9376,11.9689,11.8786,15.8381,11.8786,7.919,3.9595,2025-09-08 04:37:29.932769
STOCK1234,90.9545,23.7939,12.4278,7.1262,19.0352,9.9423,5.701,27.2863,36.3818,27.2863,18.1909,9.0954,2025-09-08 04:37:29.932782
STOCK1235,69.0886,27.7529,-1.6645,-2.3071,22.2023,-1.3316,-1.8457,20.7266,27.6354,20.7266,13.8177,6.9089,2025-09-08 04:37:29.932796
STOCK1236,21.4403,7.0009,21.4481,16.642,5.6007,17.1585,13.3136,6.4321,8.5761,6.4321,4.2881,2.144,2025-09-08 04:37:29.932810
STOCK1237,15.9285,-3.9399,18.3001,6.3754,-3.1519,14.6401,5.1003,4.7786,6.3714,4.7786,3.1857,1.5929,2025-09-08 04:37:29.932822
STOCK1238,31.4406,-1.6571,-5.1004,-4.7071,-1.3257,-4.0803,-3.7657,9.4322,12.5763,9.4322,6.2881,3.1441,2025-09-08 04:37:29.932835
STOCK1239,28.8792,-19.6759,15.1087,-8.443,-15.7407,12.087,-6.7544,8.6637,11.5517,8.6637,5.7758,2.8879,2025-09-08 04:37:29.932848
STOCK1240,29.5161,-8.0646,0.1592,14.9991,-6.4517,0.1273,11.9992,8.8548,11.8064,8.8548,5.9032,2.9516,2025-09-08 04:37:29.932861
STOCK1241,7.3533,1.0836,11.3271,10.6215,0.8669,9.0617,8.4972,2.206,2.9413,2.206,1.4707,0.7353,2025-09-08 04:37:29.932873
STOCK1242,87.4738,16.8164,-1.9323,-2.0523,13.4531,-1.5459,-1.6418,26.2421,34.9895,26.2421,17.4948,8.7474,2025-09-08 04:37:29.932886
STOCK1243,22.8914,10.353,-5.6651,16.7178,8.2824,-4.5321,13.3742,6.8674,9.1566,6.8674,4.5783,2.2891,2025-09-08 04:37:29.932899
STOCK1244,64.4487,28.4846,19.5042,-6.3065,22.7877,15.6034,-5.0452,19.3346,25.7795,19.3346,12.8897,6.4449,2025-09-08 04:37:29.932911
STOCK1245,96.5857,-0.0505,-6.1705,-4.117,-0.0404,-4.9364,-3.2936,28.9757,38.6343,28.9757,19.3171,9.6586,2025-09-08 04:37:29.932924
STOCK1246,83.4691,-2.4698,8.907,-4.1237,-1.9759,7.1256,-3.299,25.0407,33.3876,25.0407,16.6938,8.3469,2025-09-08 04:37:29.932937
STOCK1247,15.0616,-16.5931,0.2409,9.07,-13.2745,0.1927,7.256,4.5185,6.0246,4.5185,3.0123,1.5062,2025-09-08 04:37:29.932949
STOCK1248,35.8939,-7.4544,5.2049,11.8512,-5.9635,4.1639,9.4809,10.7682,14.3576,10.7682,7.1788,3.5894,2025-09-08 04:37:29.932962
STOCK1249,97.8694,2.1812,15.9323,-9.0079,1.745,12.7458,-7.2063,29.3608,39.1478,29.3608,19.5739,9.7869,2025-09-08 04:37:29.932975
STOCK1250,48.2251,20.2023,0.0129,-1.1314,16.1619,0.0103,-0.9051,14.4675,19.29,14.4675,9.645,4.8225,2025-09-08 04:37:29.932990
STOCK1251,51.5248,22.2514,9.5874,-0.537,17.8011,7.6699,-0.4296,15.4574,20.6099,15.4574,10.305,5.1525,2025-09-08 04:37:29.933007
STOCK1252,63.5701,26.0339,3.5127,3.6266,20.8271,2.8102,2.9013,19.071,25.428,19.071,12.714,6.357,2025-09-08 04:37:29.933022
STOCK1253,29.2968,7.1392,17.0544,15.5702,5.7114,13.6435,12.4562,8.7891,11.7187,8.7891,5.8594,2.9297,2025-09-08 04:37:29.933034
STOCK1254,77.2169,-13.4955,-14.712,-7.0508,-10.7964,-11.7696,-5.6407,23.1651,30.8867,23.1651,15.4434,7.7217,2025-09-08 04:37:29.933047
STOCK1255,83.4195,2.9772,4.3904,-1.5158,2.3817,3.5124,-1.2126,25.0258,33.3678,25.0258,16.6839,8.3419,2025-09-08 04:37:29.933060
STOCK1256,93.5352,8.5699,-7.921,13.0783,6.8559,-6.3368,10.4626,28.0606,37.4141,28.0606,18.707,9.3535,2025-09-08 04:37:29.933072
STOCK1257,15.3347,-12.9985,11.7403,-2.479,-10.3988,9.3922,-1.9832,4.6004,6.1339,4.6004,3.0669,1.5335,2025-09-08 04:37:29.933085
STOCK1258,44.3434,-12.1001,3.0023,10.7864,-9.6801,2.4018,8.6291,13.303,17.7373,13.303,8.8687,4.4343,2025-09-08 04:37:29.933098
STOCK1259,21.6846,19.886,3.3731,-5.0742,15.9088,2.6985,-4.0594,6.5054,8.6738,6.5054,4.3369,2.1685,2025-09-08 04:37:29.933110
STOCK1260,97.9629,5.2059,8.2173,-9.2761,4.1647,6.5739,-7.4208,29.3889,39.1852,29.3889,19.5926,9.7963,2025-09-08 04:37:29.933123
STOCK1261,12.2572,29.4193,22.274,17.963,23.5355,17.8192,14.3704,3.6772,4.9029,3.6772,2.4514,1.2257,2025-09-08 04:37:29.933135
STOCK1262,57.6744,-18.9276,6.7032,-3.0088,-15.1421,5.3625,-2.4071,17.3023,23.0698,17.3023,11.5349,5.7674,2025-09-08 04:37:29.933148
STOCK1263,76.9275,13.7946,24.1802,-0.2616,11.0357,19.3442,-0.2093,23.0782,30.771,23.0782,15.3855,7.6927,2025-09-08 04:37:29.933160
STOCK1264,68.067,6.8421,15.4511,6.9969,5.4737,12.3609,5.5975,20.4201,27.2268,20.4201,13.6134,6.8067,2025-09-08 04:37:29.933173
STOCK1265,48.5069,6.9457,-11.8492,-6.8491,5.5566,-9.4794,-5.4793,14.5521,19.4028,14.5521,9.7014,4.8507,2025-09-08 04:37:29.933186
STOCK1266,41.0437,21.5053,-9.4722,-4.1517,17.2043,-7.5778,-3.3214,12.3131,16.4175,12.3131,8.2087,4.1044,2025-09-08 04:37:29.933198
STOCK1267,43.7993,1.1384,15.241,-9.4858,0.9108,12.1928,-7.5886,13.1398,17.5197,13.1398,8.7599,4.3799,2025-09-08 04:37:29.933211
STOCK1268,93.741,25.0556,-0.4791,17.2665,20.0445,-0.3833,13.8132,28.1223,37.4964,28.1223,18.7482,9.3741,2025-09-08 04:37:29.933223
STOCK1269,88.6175,8.7885,24.6759,-4.2112,7.0308,19.7407,-3.369,26.5853,35.447,26.5853,17.7235,8.8618,2025-09-08 04:37:29.933235
STOCK1270,95.5986,-14.0804,-8.4271,-3.3499,-11.2643,-6.7416,-2.6799,28.6796,38.2394,28.6796,19.1197,9.5599,2025-09-08 04:37:29.933248
STOCK1271,69.906,6.406,-1.2885,-8.6049,5.1248,-1.0308,-6.8839,20.9718,27.9624,20.9718,13.9812,6.9906,2025-09-08 04:37:29.933261
STOCK1272,14.4545,-19.0121,13.8457,-6.3116,-15.2097,11.0765,-5.0493,4.3364,5.7818,4.3364,2.8909,1.4455,2025-09-08 04:37:29.933273
STOCK1273,80.8558,0.5196,4.9618,-4.523,0.4156,3.9695,-3.6184,24.2567,32.3423,24.2567,16.1712,8.0856,2025-09-08 04:37:29.933286
STOCK1274,60.0486,-14.3769,24.7155,-1.3499,-11.5015,19.7724,-1.0799,18.0146,24.0194,18.0146,12.0097,6.0049,2025-09-08 04:37:29.933299
STOCK1275,47.2574,0.0318,21.823,11.9646,0.0254,17.4584,9.5717,14.1772,18.903,14.1772,9.4515,4.7257,2025-09-08 04:37:29.933312
STOCK1276,6.879,19.4716,20.9803,17.1779,15.5773,16.7842,13.7423,2.0637,2.7516,2.0637,1.3758,0.6879,2025-09-08 04:37:29.933324
STOCK1277,37.8306,-0.2466,1.3138,13.1908,-0.1973,1.0511,10.5526,11.3492,15.1322,11.3492,7.5661,3.7831,2025-09-08 04:37:29.933337
STOCK1278,44.9991,16.8513,1.0361,-4.5018,13.4811,0.8289,-3.6014,13.4997,17.9997,13.4997,8.9998,4.4999,2025-09-08 04:37:29.933350
STOCK1279,53.5858,-4.0303,9.7589,10.2814,-3.2243,7.8071,8.2251,16.0757,21.4343,16.0757,10.7172,5.3586,2025-09-08 04:37:29.933363
STOCK1280,50.7786,5.2568,-3.0125,-8.9045,4.2054,-2.41,-7.1236,15.2336,20.3114,15.2336,10.1557,5.0779,2025-09-08 04:37:29.933376
STOCK1281,61.0543,25.5443,0.8983,0.9738,20.4354,0.7187,0.779,18.3163,24.4217,18.3163,12.2109,6.1054,2025-09-08 04:37:29.933388
STOCK1282,59.7598,-3.885,-12.4635,4.275,-3.108,-9.9708,3.42,17.9279,23.9039,17.9279,11.952,5.976,2025-09-08 04:37:29.933401
STOCK1283,98.6725,10.8412,-10.0081,12.9862,8.6729,-8.0065,10.3889,29.6018,39.469,29.6018,19.7345,9.8673,2025-09-08 04:37:29.933414
STOCK1284,76.5821,6.4863,20.4558,17.5509,5.189,16.3646,14.0407,22.9746,30.6328,22.9746,15.3164,7.6582,2025-09-08 04:37:29.933426
STOCK1285,20.7788,7.8088,7.1288,4.0936,6.2471,5.703,3.2749,6.2336,8.3115,6.2336,4.1558,2.0779,2025-09-08 04:37:29.933439
STOCK1286,13.824,17.0525,4.0383,6.7185,13.642,3.2306,5.3748,4.1472,5.5296,4.1472,2.7648,1.3824,2025-09-08 04:37:29.933451
STOCK1287,4.0534,-12.0729,0.469,-9.7771,-9.6583,0.3752,-7.8217,1.216,1.6213,1.216,0.8107,0.4053,2025-09-08 04:37:29.933464
STOCK1288,28.9111,28.8599,-7.4445,11.4345,23.0879,-5.9556,9.1476,8.6733,11.5645,8.6733,5.7822,2.8911,2025-09-08 04:37:29.933476
STOCK1289,44.3224,28.5092,12.8449,-7.6189,22.8074,10.2759,-6.0951,13.2967,17.7289,13.2967,8.8645,4.4322,2025-09-08 04:37:29.933490
STOCK1290,94.1224,-12.6128,22.2789,-9.6786,-10.0903,17.8231,-7.7429,28.2367,37.649,28.2367,18.8245,9.4122,2025-09-08 04:37:29.933506
STOCK1291,57.9667,19.7917,-2.4917,-5.31,15.8334,-1.9934,-4.248,17.39,23.1867,17.39,11.5933,5.7967,2025-09-08 04:37:29.933520
STOCK1292,2.7496,19.4337,-7.1223,-6.2308,15.547,-5.6979,-4.9846,0.8249,1.0998,0.8249,0.5499,0.275,2025-09-08 04:37:29.933533
STOCK1293,80.7934,0.9714,-2.0523,-0.046,0.7771,-1.6418,-0.0368,24.238,32.3174,24.238,16.1587,8.0793,2025-09-08 04:37:29.933546
STOCK1294,4.1369,-3.7228,-6.748,8.4909,-2.9782,-5.3984,6.7927,1.2411,1.6547,1.2411,0.8274,0.4137,2025-09-08 04:37:29.933559
STOCK1295,24.4604,-1.824,-4.0427,15.8525,-1.4592,-3.2341,12.682,7.3381,9.7842,7.3381,4.8921,2.446,2025-09-08 04:37:29.933572
STOCK1296,63.8292,17.13,-11.5278,-2.6817,13.704,-9.2222,-2.1454,19.1488,25.5317,19.1488,12.7658,6.3829,2025-09-08 04:37:29.933585
STOCK1297,15.2124,25.4729,-9.8168,-9.2689,20.3783,-7.8534,-7.4151,4.5637,6.085,4.5637,3.0425,1.5212,2025-09-08 04:37:29.933597
STOCK1298,88.0097,11.4515,16.6892,1.8856,9.1612,13.3514,1.5085,26.4029,35.2039,26.4029,17.6019,8.801,2025-09-08 04:37:29.933610
STOCK1299,40.8589,-3.819,22.8794,9.2688,-3.0552,18.3035,7.415,12.2577,16.3435,12.2577,8.1718,4.0859,2025-09-08 04:37:29.933622
STOCK1300,64.2324,-0.2002,24.3226,14.4923,-0.1601,19.4581,11.5938,19.2697,25.693,19.2697,12.8465,6.4232,2025-09-08 04:37:29.933635
STOCK1301,95.7912,-8.5443,-6.2474,-9.5651,-6.8355,-4.9979,-7.652,28.7374,38.3165,28.7374,19.1582,9.5791,2025-09-08 04:37:29.933648
STOCK1302,42.5817,-8.3829,24.4312,10.3637,-6.7063,19.545,8.291,12.7745,17.0327,12.7745,8.5163,4.2582,2025-09-08 04:37:29.933661
STOCK1303,6.4393,-19.8542,14.2982,14.5176,-15.8834,11.4386,11.6141,1.9318,2.5757,1.9318,1.2879,0.6439,2025-09-08 04:37:29.933673
STOCK1304,10.8889,-9.6977,-12.4791,4.5403,-7.7582,-9.9833,3.6323,3.2667,4.3556,3.2667,2.1778,1.0889,2025-09-08 04:37:29.933686
STOCK1305,51.13,9.5095,-12.9859,9.2633,7.6076,-10.3887,7.4106,15.339,20.452,15.339,10.226,5.113,2025-09-08 04:37:29.933698
STOCK1306,87.0171,-13.3268,21.3712,10.1577,-10.6614,17.097,8.1262,26.1051,34.8068,26.1051,17.4034,8.7017,2025-09-08 04:37:29.933711
STOCK1307,25.7184,0.0638,19.2356,-9.9444,0.051,15.3884,-7.9555,7.7155,10.2874,7.7155,5.1437,2.5718,2025-09-08 04:37:29.933724
STOCK1308,32.3022,21.3493,9.5717,-6.3324,17.0795,7.6574,-5.0659,9.6907,12.9209,9.6907,6.4604,3.2302,2025-09-08 04:37:29.933736
STOCK1309,48.7311,10.0998,21.7754,0.5114,8.0798,17.4203,0.4091,14.6193,19.4924,14.6193,9.7462,4.8731,2025-09-08 04:37:29.933749
STOCK1310,65.5997,8.6893,12.1175,6.7914,6.9514,9.694,5.4331,19.6799,26.2399,19.6799,13.1199,6.56,2025-09-08 04:37:29.933762
STOCK1311,74.8466,-8.6953,-6.8737,-7.8709,-6.9562,-5.499,-6.2967,22.454,29.9387,22.454,14.9693,7.4847,2025-09-08 04:37:29.933774
STOCK1312,62.3067,14.8272,15.4007,6.6685,11.8618,12.3206,5.3348,18.692,24.9227,18.692,12.4613,6.2307,2025-09-08 04:37:29.933787
STOCK1313,51.5761,25.0639,24.6925,-3.236,20.0511,19.754,-2.5888,15.4728,20.6305,15.4728,10.3152,5.1576,2025-09-08 04:37:29.933800
STOCK1314,98.8541,15.9097,21.45,14.9121,12.7278,17.16,11.9297,29.6562,39.5417,29.6562,19.7708,9.8854,2025-09-08 04:37:29.933813
STOCK1315,17.5093,-10.9377,-2.6689,6.0024,-8.7502,-2.1351,4.8019,5.2528,7.0037,5.2528,3.5019,1.7509,2025-09-08 04:37:29.933825
STOCK1316,92.4202,-1.7499,-6.5349,0.8289,-1.3999,-5.2279,0.6631,27.7261,36.9681,27.7261,18.484,9.242,2025-09-08 04:37:29.933838
STOCK1317,64.0664,-16.9,9.9912,8.3953,-13.52,7.993,6.7162,19.2199,25.6266,19.2199,12.8133,6.4066,2025-09-08 04:37:29.933850
STOCK1318,26.7408,18.0844,-14.6377,-8.5986,14.4675,-11.7102,-6.8789,8.0222,10.6963,8.0222,5.3482,2.6741,2025-09-08 04:37:29.933864
STOCK1319,32.6892,17.3901,16.1401,-0.7907,13.9121,12.912,-0.6325,9.8067,13.0757,9.8067,6.5378,3.2689,2025-09-08 04:37:29.933880
STOCK1320,31.4528,24.5627,5.239,10.4958,19.6501,4.1912,8.3967,9.4358,12.5811,9.4358,6.2906,3.1453,2025-09-08 04:37:29.933894
STOCK1321,94.8527,-15.4676,-0.6696,-5.1389,-12.3741,-0.5356,-4.1111,28.4558,37.9411,28.4558,18.9705,9.4853,2025-09-08 04:37:29.933907
STOCK1322,0.8368,6.7854,0.4773,16.7536,5.4283,0.3819,13.4029,0.251,0.3347,0.251,0.1674,0.0837,2025-09-08 04:37:29.933920
STOCK1323,70.8623,9.6108,22.3296,11.2694,7.6887,17.8636,9.0155,21.2587,28.3449,21.2587,14.1725,7.0862,2025-09-08 04:37:29.933933
STOCK1324,82.7019,22.3328,15.2335,4.913,17.8663,12.1868,3.9304,24.8106,33.0808,24.8106,16.5404,8.2702,2025-09-08 04:37:29.933949
STOCK1325,42.1231,28.9094,-12.854,-8.0471,23.1276,-10.2832,-6.4377,12.6369,16.8492,12.6369,8.4246,4.2123,2025-09-08 04:37:29.933962
STOCK1326,62.2603,-7.4378,-0.6934,9.8588,-5.9502,-0.5547,7.8871,18.6781,24.9041,18.6781,12.4521,6.226,2025-09-08 04:37:29.933976
STOCK1327,66.579,22.5142,5.6202,4.2993,18.0114,4.4961,3.4394,19.9737,26.6316,19.9737,13.3158,6.6579,2025-09-08 04:37:29.933992
STOCK1328,55.4363,-15.5854,13.4429,-3.0572,-12.4683,10.7543,-2.4458,16.6309,22.1745,16.6309,11.0873,5.5436,2025-09-08 04:37:29.934009
STOCK1329,73.5689,-16.0849,-3.6045,9.7664,-12.8679,-2.8836,7.8131,22.0707,29.4276,22.0707,14.7138,7.3569,2025-09-08 04:37:29.934025
STOCK1330,41.5322,-12.7989,21.6999,12.5097,-10.2391,17.3599,10.0078,12.4597,16.6129,12.4597,8.3064,4.1532,2025-09-08 04:37:29.934041
STOCK1331,46.8757,-7.101,12.3975,-7.6705,-5.6808,9.918,-6.1364,14.0627,18.7503,14.0627,9.3751,4.6876,2025-09-08 04:37:29.934054
STOCK1332,35.4695,-6.1912,4.8168,17.0689,-4.9529,3.8534,13.6551,10.6408,14.1878,10.6408,7.0939,3.5469,2025-09-08 04:37:29.934067
STOCK1333,64.7808,6.6895,-4.1537,-5.5708,5.3516,-3.323,-4.4566,19.4342,25.9123,19.4342,12.9562,6.4781,2025-09-08 04:37:29.934080
STOCK1334,75.5596,26.7448,21.1805,16.3866,21.3958,16.9444,13.1093,22.6679,30.2238,22.6679,15.1119,7.556,2025-09-08 04:37:29.934093
STOCK1335,73.9961,6.6813,0.0609,6.1152,5.345,0.0487,4.8922,22.1988,29.5984,22.1988,14.7992,7.3996,2025-09-08 04:37:29.934106
STOCK1336,17.2219,-0.0079,-10.0597,-4.1018,-0.0063,-8.0478,-3.2814,5.1666,6.8888,5.1666,3.4444,1.7222,2025-09-08 04:37:29.934120
