stock,company_name,market_cap,sector,industry,exchange,dividend_yield,roce,roe,last_updated
STOCK1099,STOCK1099 Company Ltd,141525306842,Media,Publishing,NSE,0.67,43.12,43.53,2025-09-08 04:37:22.865778
STOCK1100,STOCK1100 Company Ltd,4808039709,Consumer Goods,Footwear,NSE,0.37,6.93,3.25,2025-09-08 04:37:22.865778
STOCK1101,STOCK1101 Company Ltd,492526676969,Telecommunications,Internet Services,NSE,3.58,21.81,12.6,2025-09-08 04:37:22.865778
STOCK1102,STOCK1102 Company Ltd,286096893111,Transportation,Shipping,NSE,4.81,37.13,12.65,2025-09-08 04:37:22.865778
STOCK1103,STOCK1103 Company Ltd,299041886556,Consumer Goods,Apparel,NSE,1.3,38.88,10.91,2025-09-08 04:37:22.865778
STOCK1104,STOCK1104 Company Ltd,320803782916,Utilities,Water,BSE,4.91,7.01,24.81,2025-09-08 04:37:22.865778
STOCK1105,STOCK1105 Company Ltd,343499210803,Technology,Semiconductors,BSE,5.3,18.96,3.74,2025-09-08 04:37:22.865778
STOCK1106,STOCK1106 Company Ltd,384859151870,Utilities,Water,NSE,0.62,42.92,24.6,2025-09-08 04:37:22.865778
STOCK1107,STOCK1107 Company Ltd,121220606597,Consumer Discretionary,Real Estate,BSE,0.17,16.95,34.9,2025-09-08 04:37:22.865778
STOCK1108,STOCK1108 Company Ltd,185698605428,Utilities,Power Distribution,BSE,3.8,24.33,13.19,2025-09-08 04:37:22.865778
STOCK1109,STOCK1109 Company Ltd,213735651998,Materials,Steel,BSE,5.02,23.07,27.34,2025-09-08 04:37:22.865778
STOCK1110,STOCK1110 Company Ltd,176406901800,Healthcare,Pharmaceuticals,NSE,3.7,14.23,23.73,2025-09-08 04:37:22.865778
STOCK1111,STOCK1111 Company Ltd,175352009689,Media,Broadcasting,NSE,3.09,34.94,34.96,2025-09-08 04:37:22.865778
STOCK1112,STOCK1112 Company Ltd,77890692103,Media,Broadcasting,BSE,2.18,6.69,35.55,2025-09-08 04:37:22.865778
STOCK1113,STOCK1113 Company Ltd,483489077821,Telecommunications,Telecom Services,NSE,3.21,9.39,14.86,2025-09-08 04:37:22.865778
STOCK1114,STOCK1114 Company Ltd,70306019125,Industrials,Construction,BSE,5.33,45.17,43.71,2025-09-08 04:37:22.865778
STOCK1115,STOCK1115 Company Ltd,339125858064,Technology,Software,NSE,0.28,21.89,33.29,2025-09-08 04:37:22.865778
STOCK1116,STOCK1116 Company Ltd,85190001573,Industrials,Aerospace,BSE,2.86,36.61,8.54,2025-09-08 04:37:22.865778
STOCK1117,STOCK1117 Company Ltd,421849784902,Telecommunications,Internet Services,NSE,1.44,46.99,4.53,2025-09-08 04:37:22.865778
STOCK1118,STOCK1118 Company Ltd,353040140602,Consumer Goods,Textiles,BSE,1.06,21.83,9.69,2025-09-08 04:37:22.865778
STOCK1119,STOCK1119 Company Ltd,441906392166,Financial Services,NBFC,BSE,3.23,38.1,30.92,2025-09-08 04:37:22.865778
STOCK1120,STOCK1120 Company Ltd,281537754685,Real Estate,Real Estate Investment,BSE,4.87,20.73,29.83,2025-09-08 04:37:22.865778
STOCK1121,STOCK1121 Company Ltd,29319656478,Industrials,Construction,BSE,4.28,48.53,17.22,2025-09-08 04:37:22.865778
STOCK1122,STOCK1122 Company Ltd,430610525729,Materials,Mining,BSE,2.71,15.88,18.52,2025-09-08 04:37:22.865778
STOCK1123,STOCK1123 Company Ltd,349017613891,Energy,Coal,NSE,3.85,32.67,27.19,2025-09-08 04:37:22.865778
STOCK1124,STOCK1124 Company Ltd,52015025354,Technology,Hardware,BSE,1.0,32.91,22.91,2025-09-08 04:37:22.865778
STOCK1125,STOCK1125 Company Ltd,329234915033,Consumer Goods,FMCG,NSE,5.85,46.53,33.04,2025-09-08 04:37:22.865778
STOCK1126,STOCK1126 Company Ltd,62421120918,Telecommunications,Internet Services,BSE,0.0,26.15,5.35,2025-09-08 04:37:22.865778
STOCK1127,STOCK1127 Company Ltd,329197566970,Utilities,Water,NSE,2.72,42.53,31.65,2025-09-08 04:37:22.865778
STOCK1128,STOCK1128 Company Ltd,482453527488,Media,Publishing,BSE,5.87,23.57,37.88,2025-09-08 04:37:22.865778
STOCK1129,STOCK1129 Company Ltd,402916996355,Agriculture,Pesticides,BSE,2.82,32.17,9.11,2025-09-08 04:37:22.865778
STOCK1130,STOCK1130 Company Ltd,429980258188,Technology,Semiconductors,BSE,4.19,42.59,23.39,2025-09-08 04:37:22.865778
STOCK1131,STOCK1131 Company Ltd,83946214053,Consumer Goods,Textiles,BSE,0.91,44.65,14.55,2025-09-08 04:37:22.865778
STOCK1132,STOCK1132 Company Ltd,453979695521,Transportation,Aviation,BSE,3.72,41.38,31.62,2025-09-08 04:37:22.865778
STOCK1133,STOCK1133 Company Ltd,329121760710,Consumer Discretionary,Automobiles,BSE,1.36,11.4,18.01,2025-09-08 04:37:22.865778
STOCK1134,STOCK1134 Company Ltd,340392540649,Real Estate,Real Estate Development,BSE,2.82,43.34,7.95,2025-09-08 04:37:22.865778
STOCK1135,STOCK1135 Company Ltd,80527774990,Agriculture,Food Processing,BSE,5.66,8.46,3.75,2025-09-08 04:37:22.865778
STOCK1136,STOCK1136 Company Ltd,448578928891,Media,Broadcasting,BSE,3.18,21.61,18.9,2025-09-08 04:37:22.865778
STOCK1137,STOCK1137 Company Ltd,481819821103,Healthcare,Diagnostics,BSE,5.42,22.57,24.97,2025-09-08 04:37:22.865778
STOCK1138,STOCK1138 Company Ltd,150782048184,Telecommunications,Cable TV,BSE,5.32,18.5,36.74,2025-09-08 04:37:22.865778
STOCK1139,STOCK1139 Company Ltd,141707838225,Industrials,Engineering,BSE,4.18,14.52,5.42,2025-09-08 04:37:22.865778
STOCK1140,STOCK1140 Company Ltd,393701133895,Media,Publishing,NSE,0.54,49.95,40.1,2025-09-08 04:37:22.865778
STOCK1141,STOCK1141 Company Ltd,182834866279,Technology,Software,BSE,4.41,23.25,39.22,2025-09-08 04:37:22.865778
STOCK1142,STOCK1142 Company Ltd,312334524468,Consumer Goods,Personal Care,BSE,3.02,10.16,21.33,2025-09-08 04:37:22.865778
STOCK1143,STOCK1143 Company Ltd,78921060136,Media,Publishing,NSE,0.68,49.97,28.97,2025-09-08 04:37:22.865778
STOCK1144,STOCK1144 Company Ltd,380860562618,Industrials,Aerospace,NSE,4.45,47.05,41.9,2025-09-08 04:37:22.865778
STOCK1145,STOCK1145 Company Ltd,448628241936,Transportation,Aviation,NSE,4.48,16.19,42.2,2025-09-08 04:37:22.865778
STOCK1146,STOCK1146 Company Ltd,480694745329,Technology,Hardware,BSE,2.89,36.89,11.94,2025-09-08 04:37:22.865778
STOCK1147,STOCK1147 Company Ltd,456636904632,Telecommunications,Cable TV,BSE,0.02,18.8,36.18,2025-09-08 04:37:22.865778
STOCK1148,STOCK1148 Company Ltd,177825309734,Financial Services,Broking,BSE,1.14,47.72,27.16,2025-09-08 04:37:22.865778
STOCK1149,STOCK1149 Company Ltd,270881538295,Utilities,Power Generation,BSE,2.55,40.62,33.88,2025-09-08 04:37:22.865778
STOCK1150,STOCK1150 Company Ltd,266669078717,Utilities,Power Distribution,BSE,4.63,18.91,34.22,2025-09-08 04:37:22.865778
STOCK1151,STOCK1151 Company Ltd,488557125346,Technology,Hardware,BSE,0.91,10.78,30.2,2025-09-08 04:37:22.865778
STOCK1152,STOCK1152 Company Ltd,67280298775,Healthcare,Medical Devices,BSE,1.48,7.2,42.06,2025-09-08 04:37:22.865778
STOCK1153,STOCK1153 Company Ltd,422373044208,Real Estate,Real Estate Investment,BSE,5.49,20.07,19.12,2025-09-08 04:37:22.865778
STOCK1154,STOCK1154 Company Ltd,178462783011,Utilities,Water,BSE,2.59,41.75,8.25,2025-09-08 04:37:22.865778
STOCK1155,STOCK1155 Company Ltd,496043707186,Consumer Goods,Apparel,BSE,1.63,11.55,12.5,2025-09-08 04:37:22.865778
STOCK1156,STOCK1156 Company Ltd,474272547218,Consumer Discretionary,Retail,NSE,2.41,16.7,33.97,2025-09-08 04:37:22.865778
STOCK1157,STOCK1157 Company Ltd,409162531255,Transportation,Logistics,NSE,3.86,44.7,10.55,2025-09-08 04:37:22.865778
STOCK1158,STOCK1158 Company Ltd,380612758046,Energy,Petrochemicals,NSE,5.17,47.59,44.96,2025-09-08 04:37:22.865778
STOCK1159,STOCK1159 Company Ltd,115724284976,Real Estate,Real Estate Investment,BSE,5.87,29.89,23.4,2025-09-08 04:37:22.865778
STOCK1160,STOCK1160 Company Ltd,478388284836,Real Estate,Real Estate Development,NSE,4.61,18.69,34.78,2025-09-08 04:37:22.865778
STOCK1161,STOCK1161 Company Ltd,113978793893,Real Estate,Real Estate Investment,BSE,1.82,19.86,36.81,2025-09-08 04:37:22.865778
STOCK1162,STOCK1162 Company Ltd,495372995895,Consumer Discretionary,Entertainment,NSE,3.7,48.49,36.29,2025-09-08 04:37:22.865778
STOCK1163,STOCK1163 Company Ltd,496380787936,Healthcare,Biotechnology,BSE,2.88,35.74,28.54,2025-09-08 04:37:22.865778
STOCK1164,STOCK1164 Company Ltd,75876725451,Financial Services,Broking,BSE,4.51,26.33,31.44,2025-09-08 04:37:22.865778
STOCK1165,STOCK1165 Company Ltd,331327481091,Media,Publishing,BSE,2.54,32.67,5.74,2025-09-08 04:37:22.865778
STOCK1166,STOCK1166 Company Ltd,478583604969,Consumer Discretionary,Real Estate,NSE,2.63,20.25,15.72,2025-09-08 04:37:22.865778
STOCK1167,STOCK1167 Company Ltd,2987035089,Industrials,Aerospace,NSE,0.64,5.37,5.37,2025-09-08 04:37:22.865778
STOCK1168,STOCK1168 Company Ltd,231480155531,Media,Advertising,NSE,5.32,48.52,35.0,2025-09-08 04:37:22.865778
STOCK1169,STOCK1169 Company Ltd,388286649398,Industrials,Machinery,BSE,5.85,16.05,23.4,2025-09-08 04:37:22.865778
STOCK1170,STOCK1170 Company Ltd,30863865886,Telecommunications,Telecom Services,NSE,3.0,36.38,38.01,2025-09-08 04:37:22.865778
STOCK1171,STOCK1171 Company Ltd,259320108085,Financial Services,NBFC,BSE,0.93,25.39,21.3,2025-09-08 04:37:22.865778
STOCK1172,STOCK1172 Company Ltd,317329706943,Media,Digital Media,BSE,1.61,47.49,16.12,2025-09-08 04:37:22.865778
STOCK1173,STOCK1173 Company Ltd,390223720586,Energy,Power,NSE,1.25,38.32,15.15,2025-09-08 04:37:22.865778
STOCK1174,STOCK1174 Company Ltd,324215245474,Agriculture,Food Processing,NSE,0.17,21.99,44.7,2025-09-08 04:37:22.865778
STOCK1175,STOCK1175 Company Ltd,31611272849,Industrials,Aerospace,NSE,2.34,49.17,40.29,2025-09-08 04:37:22.865778
STOCK1176,STOCK1176 Company Ltd,347843723435,Materials,Paints,BSE,1.48,16.73,7.5,2025-09-08 04:37:22.865778
STOCK1177,STOCK1177 Company Ltd,47851260281,Utilities,Gas Distribution,BSE,0.69,8.23,15.95,2025-09-08 04:37:22.865778
STOCK1178,STOCK1178 Company Ltd,292382175868,Consumer Goods,FMCG,BSE,0.86,30.49,41.22,2025-09-08 04:37:22.865778
STOCK1179,STOCK1179 Company Ltd,391408360387,Real Estate,Real Estate Development,NSE,2.64,29.86,23.24,2025-09-08 04:37:22.865778
STOCK1180,STOCK1180 Company Ltd,228433057273,Energy,Oil & Gas,BSE,4.07,49.38,21.93,2025-09-08 04:37:22.865778
STOCK1181,STOCK1181 Company Ltd,398099245087,Energy,Power,NSE,2.11,12.89,12.71,2025-09-08 04:37:22.865778
STOCK1182,STOCK1182 Company Ltd,25809744703,Telecommunications,Telecom Services,NSE,5.46,46.16,41.72,2025-09-08 04:37:22.865778
STOCK1183,STOCK1183 Company Ltd,279069349727,Transportation,Aviation,BSE,1.22,12.71,8.81,2025-09-08 04:37:22.865778
STOCK1184,STOCK1184 Company Ltd,480144639057,Industrials,Machinery,BSE,4.33,40.48,25.04,2025-09-08 04:37:22.865778
STOCK1185,STOCK1185 Company Ltd,229678672990,Agriculture,Seeds,NSE,2.24,33.11,32.75,2025-09-08 04:37:22.865778
STOCK1186,STOCK1186 Company Ltd,243331307215,Telecommunications,Telecom Services,NSE,1.05,25.15,10.0,2025-09-08 04:37:22.865778
STOCK1187,STOCK1187 Company Ltd,366057322043,Financial Services,Banking,BSE,1.98,35.83,43.51,2025-09-08 04:37:22.865778
STOCK1188,STOCK1188 Company Ltd,181750646204,Energy,Power,NSE,5.99,48.97,24.1,2025-09-08 04:37:22.865778
STOCK1189,STOCK1189 Company Ltd,336608624388,Utilities,Power Generation,NSE,4.45,26.1,42.06,2025-09-08 04:37:22.865778
STOCK1190,STOCK1190 Company Ltd,457499252447,Consumer Discretionary,Automobiles,BSE,4.27,10.56,40.81,2025-09-08 04:37:22.865778
STOCK1191,STOCK1191 Company Ltd,187107921536,Agriculture,Seeds,BSE,3.85,40.49,22.38,2025-09-08 04:37:22.865778
STOCK1192,STOCK1192 Company Ltd,411558108374,Energy,Petrochemicals,NSE,3.83,44.22,28.17,2025-09-08 04:37:22.865778
STOCK1193,STOCK1193 Company Ltd,392093813721,Agriculture,Fertilizers,NSE,5.99,29.87,11.43,2025-09-08 04:37:22.865778
STOCK1194,STOCK1194 Company Ltd,62771180113,Healthcare,Diagnostics,BSE,3.67,27.07,44.35,2025-09-08 04:37:22.865778
STOCK1195,STOCK1195 Company Ltd,169293047850,Media,Broadcasting,NSE,2.92,10.7,28.82,2025-09-08 04:37:22.865778
STOCK1196,STOCK1196 Company Ltd,352628068396,Telecommunications,Cable TV,BSE,4.7,13.72,7.73,2025-09-08 04:37:22.865778
STOCK1197,STOCK1197 Company Ltd,338021321336,Utilities,Gas Distribution,NSE,3.21,25.41,12.12,2025-09-08 04:37:22.865778
STOCK1198,STOCK1198 Company Ltd,146507056580,Energy,Coal,NSE,5.63,23.35,6.27,2025-09-08 04:37:22.865778
STOCK1199,STOCK1199 Company Ltd,395786653194,Consumer Discretionary,Automobiles,BSE,2.58,17.5,14.63,2025-09-08 04:37:22.865778
STOCK1200,STOCK1200 Company Ltd,159026049838,Real Estate,Construction Materials,NSE,5.52,39.18,23.02,2025-09-08 04:37:22.865778
STOCK1201,STOCK1201 Company Ltd,3620077840,Industrials,Machinery,BSE,2.38,36.56,23.4,2025-09-08 04:37:22.865778
STOCK1202,STOCK1202 Company Ltd,279733721267,Transportation,Shipping,NSE,1.26,8.0,22.72,2025-09-08 04:37:22.865778
STOCK1203,STOCK1203 Company Ltd,233512231991,Industrials,Engineering,NSE,2.23,5.45,28.62,2025-09-08 04:37:22.865778
STOCK1204,STOCK1204 Company Ltd,98249853269,Energy,Renewable Energy,BSE,1.71,37.89,4.16,2025-09-08 04:37:22.865778
STOCK1205,STOCK1205 Company Ltd,328126780708,Telecommunications,Internet Services,NSE,1.55,10.6,3.32,2025-09-08 04:37:22.865778
STOCK1206,STOCK1206 Company Ltd,311413302563,Energy,Power,BSE,1.44,17.37,32.3,2025-09-08 04:37:22.865778
STOCK1207,STOCK1207 Company Ltd,102019553510,Consumer Discretionary,Real Estate,NSE,0.73,43.66,39.01,2025-09-08 04:37:22.865778
STOCK1208,STOCK1208 Company Ltd,147498702376,Agriculture,Food Processing,NSE,3.09,15.81,15.6,2025-09-08 04:37:22.865778
STOCK1209,STOCK1209 Company Ltd,277867592136,Telecommunications,Cable TV,NSE,4.23,22.61,37.72,2025-09-08 04:37:22.865778
STOCK1210,STOCK1210 Company Ltd,385592460630,Utilities,Power Generation,NSE,1.53,46.29,3.67,2025-09-08 04:37:22.865778
STOCK1211,STOCK1211 Company Ltd,232244573432,Agriculture,Fertilizers,NSE,0.26,7.49,12.19,2025-09-08 04:37:22.865778
STOCK1212,STOCK1212 Company Ltd,346878823714,Transportation,Shipping,BSE,5.79,26.53,32.29,2025-09-08 04:37:22.865778
STOCK1213,STOCK1213 Company Ltd,195357521212,Healthcare,Diagnostics,NSE,3.22,12.73,32.11,2025-09-08 04:37:22.865778
STOCK1214,STOCK1214 Company Ltd,406955559560,Agriculture,Food Processing,BSE,1.31,19.14,37.86,2025-09-08 04:37:22.865778
STOCK1215,STOCK1215 Company Ltd,200605140255,Telecommunications,Telecom Services,BSE,0.29,42.42,37.29,2025-09-08 04:37:22.865778
STOCK1216,STOCK1216 Company Ltd,322635802210,Financial Services,Insurance,BSE,2.33,37.68,12.09,2025-09-08 04:37:22.865778
STOCK1217,STOCK1217 Company Ltd,106281956800,Industrials,Machinery,BSE,4.44,49.64,8.65,2025-09-08 04:37:22.865778
STOCK1218,STOCK1218 Company Ltd,434950951363,Real Estate,Real Estate Development,NSE,1.57,14.96,13.54,2025-09-08 04:37:22.865778
STOCK1219,STOCK1219 Company Ltd,338497172699,Industrials,Automotive,BSE,0.8,29.15,41.05,2025-09-08 04:37:22.865778
STOCK1220,STOCK1220 Company Ltd,195126162950,Energy,Petrochemicals,NSE,2.57,8.35,12.16,2025-09-08 04:37:22.865778
STOCK1221,STOCK1221 Company Ltd,308069891735,Financial Services,Broking,NSE,5.26,16.22,21.44,2025-09-08 04:37:22.865778
STOCK1222,STOCK1222 Company Ltd,384356793463,Industrials,Construction,NSE,1.63,19.53,17.13,2025-09-08 04:37:22.865778
STOCK1223,STOCK1223 Company Ltd,113633832952,Technology,Semiconductors,NSE,5.57,13.16,10.86,2025-09-08 04:37:22.865778
STOCK1224,STOCK1224 Company Ltd,314804432729,Industrials,Automotive,NSE,1.11,33.71,18.35,2025-09-08 04:37:22.865778
STOCK1225,STOCK1225 Company Ltd,366089348634,Technology,Software,BSE,2.62,24.21,28.86,2025-09-08 04:37:22.865778
STOCK1226,STOCK1226 Company Ltd,65350508105,Materials,Mining,NSE,5.65,21.04,36.0,2025-09-08 04:37:22.865778
STOCK1227,STOCK1227 Company Ltd,169663606543,Telecommunications,Internet Services,NSE,1.26,14.79,23.03,2025-09-08 04:37:22.865778
STOCK1228,STOCK1228 Company Ltd,328943514245,Energy,Petrochemicals,NSE,0.56,32.5,29.91,2025-09-08 04:37:22.865778
STOCK1229,STOCK1229 Company Ltd,275607332539,Telecommunications,Cable TV,NSE,5.67,12.1,14.77,2025-09-08 04:37:22.865778
STOCK1230,STOCK1230 Company Ltd,308927981395,Utilities,Power Generation,BSE,3.66,28.49,38.37,2025-09-08 04:37:22.865778
STOCK1231,STOCK1231 Company Ltd,315797621934,Telecommunications,Telecom Services,NSE,5.15,23.7,33.7,2025-09-08 04:37:22.865778
STOCK1232,STOCK1232 Company Ltd,66093169429,Media,Broadcasting,BSE,2.08,17.31,30.03,2025-09-08 04:37:22.865778
STOCK1233,STOCK1233 Company Ltd,50335711031,Energy,Petrochemicals,NSE,2.19,41.24,30.26,2025-09-08 04:37:22.865778
STOCK1234,STOCK1234 Company Ltd,461562164362,Transportation,Aviation,BSE,4.82,18.79,5.34,2025-09-08 04:37:22.865778
STOCK1235,STOCK1235 Company Ltd,102007113877,Telecommunications,Cable TV,NSE,5.83,16.45,6.53,2025-09-08 04:37:22.865778
STOCK1236,STOCK1236 Company Ltd,91079920423,Real Estate,Real Estate Investment,NSE,3.41,23.88,25.27,2025-09-08 04:37:22.865778
STOCK1237,STOCK1237 Company Ltd,238555200459,Healthcare,Pharmaceuticals,BSE,1.36,25.5,8.15,2025-09-08 04:37:22.865778
STOCK1238,STOCK1238 Company Ltd,405417574757,Real Estate,Real Estate Investment,NSE,4.17,33.15,11.35,2025-09-08 04:37:22.865778
STOCK1239,STOCK1239 Company Ltd,462615773990,Media,Digital Media,BSE,0.88,44.22,36.74,2025-09-08 04:37:22.865778
STOCK1240,STOCK1240 Company Ltd,120211060974,Media,Publishing,BSE,1.46,27.91,21.99,2025-09-08 04:37:22.865778
STOCK1241,STOCK1241 Company Ltd,480594440532,Consumer Goods,FMCG,BSE,5.81,43.62,27.84,2025-09-08 04:37:22.865778
STOCK1242,STOCK1242 Company Ltd,208679770865,Industrials,Construction,NSE,4.13,49.35,31.65,2025-09-08 04:37:22.865778
STOCK1243,STOCK1243 Company Ltd,182689740202,Healthcare,Medical Devices,BSE,0.18,39.52,39.53,2025-09-08 04:37:22.865778
STOCK1244,STOCK1244 Company Ltd,210617391416,Industrials,Machinery,NSE,1.14,40.37,42.67,2025-09-08 04:37:22.865778
STOCK1245,STOCK1245 Company Ltd,239166075912,Consumer Discretionary,Automobiles,BSE,4.7,8.23,31.15,2025-09-08 04:37:22.865778
STOCK1246,STOCK1246 Company Ltd,359250007609,Industrials,Automotive,NSE,4.1,42.38,5.6,2025-09-08 04:37:22.865778
STOCK1247,STOCK1247 Company Ltd,379901657611,Industrials,Automotive,BSE,3.27,30.3,13.3,2025-09-08 04:37:22.865778
STOCK1248,STOCK1248 Company Ltd,177721881981,Real Estate,Real Estate Investment,BSE,0.71,14.26,33.91,2025-09-08 04:37:22.865778
STOCK1249,STOCK1249 Company Ltd,179449915506,Healthcare,Hospitals,NSE,5.43,11.67,38.7,2025-09-08 04:37:22.865778
STOCK1250,STOCK1250 Company Ltd,13009746783,Healthcare,Pharmaceuticals,BSE,0.53,44.69,23.13,2025-09-08 04:37:22.865778
STOCK1251,STOCK1251 Company Ltd,175932291041,Media,Publishing,NSE,2.58,30.36,12.87,2025-09-08 04:37:22.865778
STOCK1252,STOCK1252 Company Ltd,421473981240,Consumer Discretionary,Entertainment,BSE,3.42,44.83,3.45,2025-09-08 04:37:22.865778
STOCK1253,STOCK1253 Company Ltd,15558165244,Utilities,Power Generation,BSE,5.65,5.41,15.19,2025-09-08 04:37:22.865778
STOCK1254,STOCK1254 Company Ltd,12124789703,Technology,Hardware,BSE,0.03,19.81,40.39,2025-09-08 04:37:22.865778
STOCK1255,STOCK1255 Company Ltd,79042240414,Agriculture,Pesticides,BSE,5.63,30.84,16.8,2025-09-08 04:37:22.865778
STOCK1256,STOCK1256 Company Ltd,465896122193,Media,Broadcasting,BSE,2.36,39.03,6.16,2025-09-08 04:37:22.865778
STOCK1257,STOCK1257 Company Ltd,94190811134,Real Estate,Real Estate Development,NSE,2.57,44.52,6.39,2025-09-08 04:37:22.865778
STOCK1258,STOCK1258 Company Ltd,275763710006,Materials,Cement,NSE,0.32,21.59,20.17,2025-09-08 04:37:22.865778
STOCK1259,STOCK1259 Company Ltd,448685533419,Healthcare,Biotechnology,BSE,0.67,49.8,34.65,2025-09-08 04:37:22.865778
STOCK1260,STOCK1260 Company Ltd,381800409328,Utilities,Power Distribution,NSE,0.21,13.23,5.13,2025-09-08 04:37:22.865778
STOCK1261,STOCK1261 Company Ltd,123180732348,Media,Broadcasting,NSE,2.12,5.2,20.03,2025-09-08 04:37:22.865778
STOCK1262,STOCK1262 Company Ltd,330127707443,Financial Services,Insurance,NSE,4.42,41.07,17.26,2025-09-08 04:37:22.865778
STOCK1263,STOCK1263 Company Ltd,475328396949,Real Estate,Construction Materials,BSE,0.93,26.0,41.59,2025-09-08 04:37:22.865778
STOCK1264,STOCK1264 Company Ltd,72057190497,Consumer Goods,Footwear,NSE,4.12,34.75,31.56,2025-09-08 04:37:22.865778
STOCK1265,STOCK1265 Company Ltd,69220241181,Technology,Telecom Equipment,NSE,0.01,44.08,41.48,2025-09-08 04:37:22.865778
STOCK1266,STOCK1266 Company Ltd,266029560121,Consumer Discretionary,Entertainment,NSE,5.43,22.65,24.96,2025-09-08 04:37:22.865778
STOCK1267,STOCK1267 Company Ltd,241936602749,Materials,Chemicals,BSE,0.58,6.48,7.47,2025-09-08 04:37:22.865778
STOCK1268,STOCK1268 Company Ltd,68840961449,Media,Digital Media,BSE,4.48,15.34,9.1,2025-09-08 04:37:22.865778
STOCK1269,STOCK1269 Company Ltd,72619094884,Industrials,Machinery,NSE,5.56,18.85,13.33,2025-09-08 04:37:22.865778
STOCK1270,STOCK1270 Company Ltd,29819355045,Transportation,Railways,BSE,0.53,27.69,13.34,2025-09-08 04:37:22.865778
STOCK1271,STOCK1271 Company Ltd,478960339815,Industrials,Machinery,BSE,4.36,42.74,37.97,2025-09-08 04:37:22.865778
STOCK1272,STOCK1272 Company Ltd,172002676868,Consumer Goods,Apparel,BSE,0.41,18.09,8.91,2025-09-08 04:37:22.865778
STOCK1273,STOCK1273 Company Ltd,493963960479,Energy,Power,NSE,2.22,30.65,6.06,2025-09-08 04:37:22.865778
STOCK1274,STOCK1274 Company Ltd,190841264865,Utilities,Power Generation,BSE,2.53,47.16,19.88,2025-09-08 04:37:22.865778
STOCK1275,STOCK1275 Company Ltd,213281396630,Materials,Cement,NSE,5.71,5.58,23.62,2025-09-08 04:37:22.865778
STOCK1276,STOCK1276 Company Ltd,139514978293,Telecommunications,Internet Services,BSE,5.5,13.92,31.9,2025-09-08 04:37:22.865778
STOCK1277,STOCK1277 Company Ltd,348651633364,Industrials,Engineering,BSE,3.95,23.4,33.85,2025-09-08 04:37:22.865778
STOCK1278,STOCK1278 Company Ltd,211513661648,Agriculture,Fertilizers,NSE,4.37,30.38,43.79,2025-09-08 04:37:22.865778
STOCK1279,STOCK1279 Company Ltd,13231203860,Utilities,Water,BSE,2.25,6.32,35.99,2025-09-08 04:37:22.865778
STOCK1280,STOCK1280 Company Ltd,294595581115,Media,Digital Media,BSE,2.86,33.5,20.19,2025-09-08 04:37:22.865778
STOCK1281,STOCK1281 Company Ltd,274590303971,Consumer Discretionary,Real Estate,NSE,5.35,39.89,4.75,2025-09-08 04:37:22.865778
STOCK1282,STOCK1282 Company Ltd,58966213790,Financial Services,Banking,BSE,2.45,21.75,8.39,2025-09-08 04:37:22.865778
STOCK1283,STOCK1283 Company Ltd,126019596103,Technology,Telecom Equipment,BSE,2.55,17.32,9.78,2025-09-08 04:37:22.865778
STOCK1284,STOCK1284 Company Ltd,130798581859,Industrials,Aerospace,NSE,5.11,11.06,38.47,2025-09-08 04:37:22.865778
STOCK1285,STOCK1285 Company Ltd,496905698593,Industrials,Construction,BSE,2.22,8.78,35.56,2025-09-08 04:37:22.865778
STOCK1286,STOCK1286 Company Ltd,317955168856,Utilities,Water,BSE,2.6,30.98,16.16,2025-09-08 04:37:22.865778
STOCK1287,STOCK1287 Company Ltd,204230985307,Materials,Chemicals,BSE,1.87,33.3,20.09,2025-09-08 04:37:22.865778
STOCK1288,STOCK1288 Company Ltd,134147386648,Transportation,Logistics,NSE,1.74,38.85,35.72,2025-09-08 04:37:22.865778
STOCK1289,STOCK1289 Company Ltd,405655121022,Healthcare,Medical Devices,BSE,0.08,13.82,19.6,2025-09-08 04:37:22.865778
STOCK1290,STOCK1290 Company Ltd,330375153243,Real Estate,Construction Materials,NSE,2.09,40.42,24.56,2025-09-08 04:37:22.865778
STOCK1291,STOCK1291 Company Ltd,469274022130,Consumer Goods,Footwear,BSE,3.64,25.01,38.54,2025-09-08 04:37:22.865778
STOCK1292,STOCK1292 Company Ltd,309460781775,Telecommunications,Telecom Services,NSE,3.96,27.32,42.7,2025-09-08 04:37:22.865778
STOCK1293,STOCK1293 Company Ltd,377260607854,Utilities,Water,NSE,2.7,28.64,41.14,2025-09-08 04:37:22.865778
STOCK1294,STOCK1294 Company Ltd,325978677803,Media,Digital Media,NSE,3.17,41.06,8.37,2025-09-08 04:37:22.865778
STOCK1295,STOCK1295 Company Ltd,239186393256,Real Estate,Real Estate Development,BSE,4.56,28.35,41.22,2025-09-08 04:37:22.865778
STOCK1296,STOCK1296 Company Ltd,477357886706,Transportation,Logistics,NSE,5.08,32.4,20.95,2025-09-08 04:37:22.865778
STOCK1297,STOCK1297 Company Ltd,36410725658,Media,Broadcasting,BSE,5.55,5.31,31.81,2025-09-08 04:37:22.865778
STOCK1298,STOCK1298 Company Ltd,444969938451,Industrials,Construction,BSE,2.08,41.44,43.77,2025-09-08 04:37:22.865778
STOCK1299,STOCK1299 Company Ltd,397271950079,Healthcare,Medical Devices,NSE,1.47,18.64,8.89,2025-09-08 04:37:22.865778
